,label,tweet,cleaning
3325,sadness,sial haha daripada kamu galau we hehe kamu memang sudah dari sananya stres div,sial tertawa kamu galau we he kamu memang sana stres div
3326,fear,[USERNAME] [USERNAME] [USERNAME] [USERNAME] jadi kalau misalnya gagal di tinggi badan tetep bisa dialihin ke prodi lain? mohon penjelasannya soalnya degdegan dari kemaren haha,username username username username jadi kalau misal gagal tinggi badan tetep dialihin prodi lain mohon jelas soal degdegan kemarin tertawa
3327,fear,"[USERNAME] Nyata, black campaign itu ada, dan terjadi di negeri ini. Miris sekaligus ngeri, bila memperoleh jabatan hasil dari fitnah dan bohong.",username nyata black campaign ada jadi negeri ini miris sekaligus ngeri bila oleh jabat hasil fitnah bohong
3328,love,semoga alloh meridhoi niat kita ya sayang dipermudah di gampangkan dilancarkan selaha niat baik kamu ya sayang saatnya nant tiba jadi bersabarlah ber istiar lah amin ya robb alamin [URL],moga alloh meridhoi niat iya sayang mudah gampang lancar selaha niat baik kamu iya sayang saat nant tiba jadi sabar ber istiar lah amin iya robb alamin url
3329,fear,"Gue mau cerita kalo dia ini bisa akrab juga sama susin yg cuma 2 bulanan aja kerja. Kayaknya itu udh akrab bgt, kayak temen sekolah aja. Dan saat itu gue tahu gimana kpribadian susin sbnernya. Si D ini, kalo gue perhtiin, ngeri juga ya klo diajak ngobrol.",mau cerita kalau akrab sama susin cuma bulan kerja kayak udh akrab banget kayak teman sekolah saja tahu bagaimana kpribadian susin sbnernya si ini kalau perhtiin ngeri iya kalau ajak ngobrol
3330,happy,character developmentnya sih gua paling suka walaupun emg filmnya pertamanya rada apa sih dan ostnya!!!! bagus!!! semua!!! gapaham!!!,character developmentnya sih paling suka walaupun emg film pertama rada apa sih ostnya bagus semua gapaham
3331,fear,"jadi sehari sendirian dirumah lagi dengerin lagu pake speaker, eh tbtb mati sendiri pdhl dipake smbil di charge dan biasanya klo low jg ada tandanya gt kan ya, serem deh abistu keinget film sabrina itu:))))))))) lalu ada yg blg gini [URL]",jadi hari sendiri rumah dengerin lagu pakai speaker eh tbtb mati sendiri pdhl dipake smbil charge biasa kalau kalau tanda kan iya rem deh abistu keinget film sabrina itu lalu bilang gin url
3332,sadness,"Apa bedanya dirimu yg selalu berdiam berlama, pergi jauh, dan mengabaikan saat permasalahan datang. Dengan pernyataan ku yg mengakhiri. #thinkifyouhavebrain",apa beda diri selalu diam lama pergi jauh abai masalah datang nyata ku akhir thinkifyouhavebrain
3333,anger,"Ya gimana sih, yg awalnya gasuka tapi kalo diperjuangin trs jadi rada suka gitu brrti dia beneran. Ya tapi kalo udah diperjuangin jangan kurang ajar, udh diperjuangin eh malah pasif, kasian yg merjuangin tuh",iya bagaimana sih awal gasuka kalau diperjuangin terus jadi rada suka gitu brrti beneran iya kalau diperjuangin jangan kurang ajar udh diperjuangin eh bahkan pasif kasi merjuangin tuh
3334,sadness,"Bunga mawar pun memiliki duri, jikalau memang kita menginginkannya mungkin akan terkena sedikit goresan pada kulit. Begitu juga hidup ini, kadang kita harus merasakan perih ataupun luka untuk menikmati kebahagian didalamnya JAR",bunga mawar milik duri jikalau memang ingin mungkin kena sedikit gores kulit hidup ini kadang rasa perih atau luka nikmat kebahagian dalam jar
3335,anger,[USERNAME] sianjiirrr......demen bgt bkin kontroversi!,username sianjiirrr suka banget bkin kontroversi
3336,fear, Tungkai itu gemetaran bukan main. Duduk hati-hati jangan sampai peluh berjatuhan. Berhadapan dengan atasan satu kelompok mafia buat dia hampir gila.,tungkai gemetar bukan main duduk hati hati jangan peluh jatuh hadap atas satu kelompok mafia buat hampir gila
3337,love,Selamat hari menetas tahu bulat versi korea kuhhh. Exols sayang kamuuuuuuuuuu lebih dari yang kamu tau hu tahu bulat,selamat hari tetas tahu bulat versi korea kuhhh exols sayang kamuuuuuuuuuu lebih kamu tahu hu tahu bulat
3338,love,Modal haha-haha bareng aja bisa jatuh cinta. Nyaman bisa datang dari hal yang sereceh itu :)),modal tertawa tertawa bareng jatuh cinta nyaman datang receh
3339,love,"Jika rindu adalah penjara, Mengapa aku masih betah mendekam di dalamnya? Coba katakan, Bagaimana caranya agar terbebas dari kata yang serupa kutukan itu, Memburu dan terus melaju di setiap degub jantungku.",rindu penjara aku betah dekam dalam coba kata bagaimana cara bebas kata rupa kutu itu buru terus laju degub jantung
3340,anger,"[USERNAME] Barang kiriman saya no resi 013150189591518 kok belum diantar ya? Padahal tgl 5/6 jam 09.24 wib sdh di Angke, masih pagi tapi kok gak diteruskan ke alamat tujuan? [URL]",username barang kirim no resi kok antar iya padahal tanggal jam wib angke pagi kok terus alamat tuju url
3341,love,"Alhamdulillah kakakku sama tetehku baikkkkk banget, mereka sayang banget sama aku  ya allah jadi kangen, teteh aku suka banget manjain aku, kalo kakak aku suka banget belanjain aku padahal aku ga minta pokonya aku sayang banget sama mereka",alhamdulillah kakak sama teteh baikkkkk banget sayang banget sama aku iya allah jadi kangen teteh aku suka banget manjain aku kalau kakak aku suka banget belanjain aku padahal aku minta poko aku sayang banget sama
3342,happy,"Yuuuk kita siap2 untuk berihtikaf di malam sepertiga terakhir,mudah2an kita mndpt malam 1000 bulan ,karena thn depan blm tentu ketemu lagi dg bulan yg penuh MAGHFIROH [URL]",yuuuk siap berihtikaf malam tiga akhir mudah an mndpt malam bulan karena tahun depan ketemu bulan penuh maghfiroh url
3343,love,"Kalo aku bilang sayang sama kamu, tandanya aku bohong sama kamu.. Kalo aku bener sayang, aku pasti nikahin kamu.. Makanya aku mau nikahin kamu..",kalau aku bilang sayang sama kamu tanda aku bohong sama kamu kalau aku benar sayang aku nikahin kamu makanya aku mau nikahin kamu
3344,love,"cewek suka bola itu dimata cowok cantiknya nambah, biarpun matanya panda",cewek suka bola mata cowok cantik nambah biarpun mata panda
3345,happy,Aku hamil sama abang! Masa hamil sama setan? Aku hamil sama abang! Masa hamil sama siluman?~~ Dan playlist ini ternyata sering keputer di radio mobil setiap pagi berangkat school haha #HamilSamaSetan,aku hamil sama abang masa hamil sama setan aku hamil sama abang masa hamil sama siluman playlist nyata sering puter radio mobil pagi berangkat school tertawa hamilsamasetan
3346,anger,Dear [USERNAME] mengenai kejadian ini saya mohon KAI untuk mengambil tindakan tegas .. saya selalu menggunakan jasa KA hampir tiap bulan Gambir Semarang - semarang Gambir memohin dengan sangat sebaiknya bapak2 ini menunggu dibawah dan ijin kan penumpang yg turun dulu .. 1 [URL],dear username kena jadi mohon kai ambil tindak tegas selalu guna jasa kakak hampir tiap bulan gambir semarang semarang gambir memohin sangat baik bapak tunggu bawah ijin kan tumpang turun dulu url
3347,anger,Sering jd bahan diskusi kita mlht kondisi Indonesia bbrapa thn terakhir ini utamanya..sbg warga negara yg peduli thdp situasi yg dirasakn.. Klo mlht latar blkg pdidikn sy bpk akan tahu sdri.. [URL],sering jadi bahan diskusi mlht kondisi indonesia bbrapa tahun akhir utama sbg warga negara peduli thdp situasi dirasakn kalau mlht latar blkg pdidikn bapak tahu sdri url
3348,love,"sayang banget, bangga banget. besok giliran saya yang pamerin ijazah kelulusan ya dan banggain kalian walau gak secara langsung :') sukses terus ya mas-mas ayo berjuang bareng! [URL]",sayang banget bangga banget besok gilir pamerin ijazah kelulus iya banggain kalian langsung sukses terus iya mas mas ayo juang bareng url
3349,sadness,"Hari ini ibumu sudh berusia 29 thn ulang thn ke 2 tanpa ada kue drku dan aku di dktnya. Qyara kau tau, begitu inginnya aku selalu ada di setiap moment dalam hidupnya. Betapa aku ingin hadir dlm segala hal yg menyenangkan dlm hidupnya. Tp tak bs kulakukan itu syng.",hari ibu sudh usia tahun ulang tahun kue drku aku dktnya qyara kamu tahu ingin aku selalu moment hidup betapa aku hadir segala senang hidup laku syng
3350,anger,"Sebagai cewek gw salut banget sama via vallen ini. Buat kita para cewek, tindak pelecehan ini semacam aib yg gak pengen orang tau. Tapi dia berani! Thats why gw sangat emosi baca komen yg menghujat dia. Sesama cewek bukannya saling menguatkan malah menjatuhkan. So sad!",cewek salut banget sama lewat vallen ini buat cewek tindak leceh macam aib ken orang tahu berani thats why sangat emosi baca komen hujat dia sama cewek bukan saling kuat bahkan jatuh so sad
3351,sadness,aku rasa hidup tanpa jiwa orang yang miskin atau kaya sama ganasnya terhadap harta bagai binatang di dalam rimba (nocturno) #falsong,aku rasa hidup jiwa orang miskin kaya sama ganas harta bagai binatang rimba nocturno falsong
3352,sadness,"Dan gitarku yang dipinjam teman belum dikembalikan. Katanya, ""aku balikinnya pas kamu pulang, tapi kita harus bukber."" Ini orang mau balikin barang gue tapi malah ngajak bukber sekalian.",gitar pinjam teman kembali kata aku balikinnya pas kamu pulang bukber orang mau balikin barang bahkan ngajak bukber sekali
3353,love,"itu kenapa gue lebih sayang internet friends. mereka yang lebih peduli, bahkan mereka yang selalu cheer up pas gue down. ketikan mereka yang bikin mood gue bangkit. mereka yang bisa bikin gue ketawa cuma lewat layar hp. i don't deserve them but i cinta them sm.",lebih sayang internet friends lebih peduli bahkan selalu cheer up pas down keti bikin mood bangkit bikin ketawa cuma lewat layar hp i don t deserve them but i cinta them sm
3354,love,Dia itu beda dia yg ngenalin semua hal yg ga pernah gue tau sebelumnya dia yg gapernah nunjukin apa apa disosmed dia yg ngajarin gue buat cinta sama alam makanya gue gabisa move on ampe sekarang He's the one !!,beda ngenalin semua pernah tahu belum gapernah nunjukin apa apa disosmed ngajarin buat cinta sama alam makanya gabisa move on ampe sekarang he s the one
3355,fear,Ketika lo punya trust issues berlebihan terhadap sesuatu yg berbau cinta dan akhirnya cinta life lo gapernah berjalan mulus karena hanya penuh dengan ketidak percayaan.,kamu punya trust issues lebih bau cinta akhir cinta life kamu gapernah jalan mulus penuh tidak percaya
3356,fear,"Selama mreka di dlem kmr ak suruh pacarku bwa tmennya yg bisa berurusan dgn hal ghaib jg tuh. Selama di dlem kamar, yg ak dgr itu cinta teriak2, ketawa2 kunti, dan mengerang keras gt. Itu berlangsung hampir sejaman. #memetwit",lama mreka dlem kmr suruh pacar bwa tmennya urus ghaib tuh lama dlem kamar dgr cinta teriak ketawa kunti erang keras begitu langsung hampir jam memetwit
3357,sadness,[USERNAME] aku tadinya gamau baca sebelum beres skripsi wkwk padahal pas bedah buku catatan juang aku dateng. udah fix banget ini semhas habis libur lebaran huhu pasti itu sudah waktu yg tepat,username aku tadi gamau baca beres skripsi wkwk padahal pas bedah buku catat juang aku dateng fix banget semhas habis libur lebaran huhu waktu tepat
3358,love,"Baby you came. Capek ya sayang? ""Sedikit, tapi gak sebanding kalo kehilangan kamu"" /Flat face ""Cium dulu dong"" [URL]",baby you came capek iya sayang sedikit banding kalau hilang kamu flat face cium dulu dong url
3359,happy,Nyante dulu.. Sruput kopi biar tambah bijak...,nyante dulu sruput kopi biar tambah bijak
3360,happy,[USERNAME] mari kita MARAKKAN RAMADHAN adalah BULANNYA MILAD AL QURAN karena kita tidak tahu pasti kapan mulai turunnya wahyu yang dibawa oleh Malaikat-Nya untuk disampaikan kepada Nabi Muhammad SAW.,username marak ramadhan bulan milad al quran tahu kapan mulai turun wahyu bawa malaikat nya sampai nabi muhammad saw
3361,fear,"Tapi kadang terasa dilema. Ibarat orang yang menikah lalu menghadapi KDRT, tentu ada trauma besar ketika hendak memulai hubungan baru. Begitu jg aku. Aku menjadi rendah diri dan trauma mencari pekerjaan baru. Mentalku sudah jatuh. Aku hari ini tidak lbh dari loser",kadang asa dilema ibarat orang meni lalu hadap kdrt trauma besar hendak mulai hubung baru aku aku jadi rendah diri trauma cari kerja baru mental jatuh aku hari lbh loser
3362,happy,gp sudah hitam manis laku pula dari pada cuma ngaku2in pacar orang yeh,gp hitam manis laku cuma mengaku in pacar orang yeh
3363,anger,"2 hari yg lalu ane pernah dapet ginian [USERNAME]  Deket cm 2,8km Argo 8rb dibayar 12rb\ Mau cancel kasian udah nunggu lama katanya, gada yg mau Lah iya gada yg mau driver nya kalo kyk gini CS nya",hari lalu ane pernah ginian username deket cm kamu argo rb bayar rb mau cancel kasi nunggu lama kata gada mau lah iya gada mau driver nya kalau gin cs nya
3364,sadness,"biasanya marketing itu yg ngejar2 cust ya? tapi gw kebalik lhooo, gw yg dikejar2 cust muluu,,,sampe kdg2 cari cara, gmn ini caranya nolak",biasa marketing ngejar cust iya balik lhooo kejar cust muluu sampai kdg cari cara gmn cara nolak
3365,love,"sayang lo selalu karna gga dda yg bsa gantiin lo walaupun lo bkan milik gw lgi gw kan tetep sayang sama lo ,, gw lebih sayang sma lo dibandingin rsa sayang gw ke cowo gw",sayang kamu selalu gga dda gantiin kamu walaupun kamu bkan milik kan tetep sayang sama kamu lebih sayang sama kamu dibandingin rsa sayang cowo
3366,love,"Sambutlah cintaku duhai sayang, Cinta kita untuk selamanya, Biarku sentuh hatimu ini sendiri, Selamat malam wanita terakhir, Tak mungkinku kan temu seindah ini, sampai bila ku harus menanti untuk kau menjadi milik ku",sambut cinta duhai sayang cinta lama biar sentuh hati sendiri selamat malam wanita akhir mungkin kan temu indah ini bila ku nanti kamu jadi milik ku
3367,anger,Tapi tentunya secara ini Bekasi ada hal-hal yg sayangnya tidak terelakkan. 1. Bekasi itu panas. Banget. 2. Bekasi kalau weekend sore/malam itu macet. Banget. Tapi hal tsb bisa diatasin sih. Kalau panas ya pake AC. Ngindarin macet dg rencanakan jadwal keluar rumah.,tentu bekas hal hal sayang elak bekas panas banget bekas kalau weekend sore malam macet banget tsb diatasin sih kalau panas iya pakai ac ngindarin macet rencana jadwal keluar rumah
3368,anger,"[USERNAME] saya ajukan PayLater, namun ditolak dengan alasan yang krg rinci. Apa bisa dibantu alasan lebih pastinya? Saya rasa foto KTP dan info yg saya berikan sudah cukup jelas. Kriteria seperti apa yang diinginkan Traveloka? [URL]",username aju paylater tolak alas krg rinci apa bantu alas lebih pasti rasa foto ktp informasi ikan cukup jelas kriteria apa ingin traveloka url
3369,anger,[USERNAME] [USERNAME] Kemarin listrik kami disegel karena keterlambatan pembayaran. Saat itu juga kami melakukan pelunasan dan telah melaporkan mll call center 123. Namun progress reportnya sangat lamban,username username kemarin listrik segel lambat bayar laku lunas lapor mll call center progress reportnya sangat lamban
3370,fear,"[USERNAME] Kurang jelas karena ku molor, paman. Tp sepertinya itu pas puteran balik dan si motor langsung masuk jalur busway. Jangan ikutan gitu yaa... Pelisss gw horor liatnya",username kurang jelas ku molor paman seperti pas puter balik si motor langsung masuk jalur busway jangan ikut gitu yaa pelisss horor lihat
3371,sadness,Sedih ya di ig banya yg hate comment ke via vallen. Mungkin belum pernah ngerasain sakitnya sexual harasmen even itu bukan kontak fisik. Saya membayangkan diri saya sendiri dinilai segitu rendahnya aja pengen ngaplok orangnya. To be true aja.,sedih iya ig banya hate comment lewat vallen mungkin pernah ngerasain sakit sexual harasmen even bukan kontak fisik bayang diri sendiri nilai segitu rendah ken ngaplok orang to be true saja
3372,love,"ku setia pada yg sorang iaitu kamu Nr Aa Na dn aq pegang pada jnjiku ni yg ku ingin shidup mati dgnmu. Allah Maha Mengatahui. Doa yg baik2, dn yakin pada doa kte. Ble dh krje jauh dri dia ku harap kamu faham satu2nye yg ku sayang adlh kamu Nr Aa Na. Trust me",ku setia sorang iaitu kamu nr aa na dn pegang jnjiku ku shidup mati dgnmu allah maha mengatahui doa baik dn yakin doa kte ble dh krje jauh ku harap kamu faham satu nye ku sayang kamu nr aa na trust me
3373,love,"gue sayang mereka ya allah. I want them to be happy in their entire life, pen mereka sukses, dapet jodoh yang baik, punya rumah tangga yang langgeng, punya anak yg lucu, gue selalu doa semoga kita ttp barengan sampe udah gede, jd ibuibu, sampe nenek nenek.",sayang iya allah i want them to be bahagia in their entire life pen sukses jodoh baik punya rumah tangga langgeng punya anak lucu selalu doa moga ttp bareng gede jadi ibuibu nenek nenek
3374,love,"99. Gatau kenapa deh nyaman aja sama dia, ga kaya yang lain dari segi pembahasan dll pokoknya ga buat bosen padahal akutu bosenan orangnya, dan akutu orangnya susah marah kalo sayang hmm ah",gatau deh nyaman sama dia kaya segi bahas lain lain pokok buat bosen padahal akutu bosenan orang akutu orang susah marah kalau sayang hmm ah
3375,anger,5) hmm...tapi koq ada yg NGGANJEL yach Dibawah menara TEGANGAN TINGGI ini kira2 nanti dikasih PENGAMAN apa ? Krn sy liat ada dibikin jln menuju menara ini ??? [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],hmm tapi kok ngganjel yach bawah menara tegang tinggi kira kasih kam apa lihat bikin jalan tuju menara username username username username url
3376,love,[USERNAME] Cinta terhadap negara merupakan bentuk bela tanah air. Jadilah pahlawan untuk negara dalam bentuk manifestasi menghargai tamu negara yang sedang di undang negara kita.,username cinta negara rupa bentuk bela tanah air jadi pahlawan negara bentuk manifestasi harga tamu negara sedang undang negara kita
3377,sadness,Di ig Post foto mulu dibilang alay Post tulisanku dibilang galau mulu Tapi di save dibikin whatsapp story kalo lagi marahan ama gebetan. Sak ro lalu otw mbalang anda anda. Kalem~,ig post foto melulu bilang norak post tulis bilang galau melulu save bikin whatsapp story kalau marah sama orang yang disuka sak ro lalu on the way sedang jalan mbalang anda kalem
3378,fear,"Coba cari terus siapa tahu ada yang kecebur jatuh , atau terperangkap didalam gua , karena guanya gelap & banjir jd licin bs ajach kepleset",coba cari terus siapa tahu cebur jatuh perangkap dalam saya gelap banjir jadi licin ajach kepleset
3379,love,"Suka sama cewek beda kelas dong, gue di kelas 7A waktu itu dan si cewek 7C kalo gak lupa (teruntuk kamu cinta pertamaku )",suka sama cewek beda kelas dong kelas a waktu si cewek c kalau lupa untuk kamu cinta pertama
3380,sadness,"Masih galau jg sih tp solusi utama ku sih bikin target & rencana, mau ngapain aja di umur sekian. Trus fokus pada usaha utk mencapai itu, biar ga terus kepikiran problem quarter life crisis",galau sih solusi utama ku sih bikin target rencana mau sedang apa umur sekian trus fokus usaha capai itu biar terus pikir masalah quarter life crisis
3381,happy,Gpp miss .. Kami exols bakalan tetap nunggu kami pasti tau susah payah nya buat datangin exo .. Semagat miss .. Fighting aeris ada lain waktu dan kita bakalam ketemu uri exo jangan bersedih lagi,apa apa miss exols tetap nunggu tahu susah payah nya buat datangin exo semagat miss fighting aeris waktu bakalam ketemu uri exo jangan sedih
3382,sadness,"[USERNAME] Moon cintars!! Sedi bgt dong, Udh kek cinta segienam, banyak yg matek, Ngarep si ini nikah sama si ini malah nikah sama si itu.. Sad ending pula",username moon cintars sedi banget dong udh cinta segienam banyak matek ngarep si nikah sama si bahkan nikah sama si itu sad ending
3383,anger,[USERNAME] [USERNAME] [USERNAME] Ada di bbrp tempat sudah disediakan tmp. Contohnya pasar gembrong. Tetap saja yang dipakai trotoar. Kami menghargai pedagang tapi negeri ini juga punya aturan agar semua happy.,username username username bbrp tempat sedia tmp contoh pasar gembrong tetap pakai trotoar harga dagang negeri punya atur semua bahagia
3384,happy,inshallah kalo gua ada rejeki bisa foto bareng tom gua ga bakal kasih aturan ini itu ina inu ribet! gua post kesini bukan buat pamer tapi berbagi kebahagian jadi croplah komuk gua sesuka hati anda [URL],inshallah kalau rezeki foto bareng tom bakal kasih atur ina inu ribet post kesini bukan buat pamer bagi kebahagian jadi croplah komuk suka hati url
3385,love,"90. Tanggapanku. Aku cinta kamu apa adanya /eak Apa ya. Aku mengerti setiap sisi dirimu, krn kitakan kembaran..aku ngerti klo kamu orangnya perhitungan, organized , kita sama2 ga mikirin penampilam dan pasangan, tp disisi lain jg perfectionist. Ya pokoknya i feel you",tanggap aku cinta kamu apa ada eak apa iya aku erti sisi diri kita kembar aku erti kalau kamu orang hitung organized sama mikirin penampilam pasang sisi perfectionist iya pokok i feel you
3386,love,Kasih sayang merupakan suatu Anugrah Terbesar dalam kehidupan terlebih lagi jika Anda telah memiliki orang yang mau memberikannya dengan ikhlas dan tulus pada diri Anda.,kasih sayang rupa suatu anugrah besar hidup lebih milik orang mau beri ikhlas tulus diri anda
3387,happy,UNS universitas negeri surakarta Yang mendaftar 92.000 kampusnya cuma butuh 8200. Kamu yang keterima selamat sudah mengalahkan sekian ribu orang....,uns universitas negeri surakarta daftar kampus cuma butuh kamu terima selamat kalah sekian ribu orang
3388,sadness,"Sebenarnya sepi itu tidak ada, yang ada hanyalah kondisi lupa. Lupa bahwa tuhan selalu bersamamu . .",benar sepi ada hanya kondisi lupa lupa tuhan selalu sama
3389,sadness,"Trs emak gue naksir semua sm baju yg gue beli dong  Trs nih, beliau pen gamis yg dr hasil w blusukan satu setengah jam cm dpt 1 itu. Lalu bsk, beliau minta beliin.",terus emak naksir semua sm baju beli dong terus ini beliau pen gamis hasil w blusukan satu tengah jam cm itu lalu besok beliau minta belikan
3390,love,"Selamat sore, aa gervan! Jangan lupa makan sore yah sayang! Jangan sampe kecapean juga kamu. Aku sayang kamu :*",selamat sore aa gervan jangan lupa makan sore yah sayang jangan capek kamu aku sayang kamu
3391,fear,"Kemarin udah jalan mau ngampus, tiba2 sakit perut bulanan. Pulang deh daripada galfok TO kan. Ternyata udah penuh aja tapi sakitnya gak parah kayak biasa. Gara2 itu mungkin hari ini masih agak nyeri aja plus serangan nervous untuk agenda besok. Gatenang euy...",kemarin jalan mau pergi ke kampus tiba sakit perut bulan pulang deh galfok to kan nyata penuh sakit parah kayak biasa gara mungkin hari nyeri plus serang nervous agenda besok gatenang euy
3392,fear,[USERNAME] Sukses Tim Ombudsman RI dalam segala hal dan mohon kebenaran fakta ditindak lanjuti dengan serius dalam Tempo sesingkat2nya serta tidak menjadikan banyaknya permasalahan membuat menunggu lama sehingga seolah2 mirip dengan penundaan berlaru,username sukses tim ombudsman ri segala mohon benar fakta tindak lanjut serius tempo singkat nya jadi banyak masalah buat tunggu lama olah mirip tunda laru
3393,love,"Setiap kali kamu tersenyum padaku, hatiku melambung tinggi dan mataku mulai kebingungan... Aku cinta Kamu juga, sebuah kalimat yang ingin aku dengar keluar dari bibirmu. -D-",kali kamu senyum pada hati lambung tinggi mata mulai bingung aku cinta kamu juga buah kalimat aku dengar keluar bibir di
3394,anger,Klw blm knl hayu trus ngajakin tmuan giliran udah kenal puas ninggalin lagi aja Ntr klw lagi butuh nongol lagi hadeh loe kira gw boneka sesuka hati loe,kalau kenal hayu trus ngajakin tmuan gilir kenal puas ninggalin ntr kalau butuh nongol hadeh kamu kira boneka suka hati kamu
3395,fear,"Apa aku tak merepotkanmu, sensei? tanyanya khawatir. Hifumi pun mengambil sandal lalu memakainya, masih sedikit kebesaran tapi tak apa. Toh hanya sandal rumah.",apa aku repot sensei tanya khawatir hifumi ambil sandal lalu maka sedikit besar apa sandal rumah
3396,fear,"#ygl aku takut perasaan ini semakin mendalam jika kita terus bersama, terlebih semenjak aku tau ada hati lain yang menunggumu juga hyung. Aku semakin takut. [URL]",ygl aku takut asa makin dalam terus sama lebih semenjak aku tahu hati tunggu hyung aku makin takut url
3397,love,Gak tau dia ngomong apa pokoknya aku sayang Longguo,tahu bicara apa pokok aku sayang longguo
3398,sadness,Jam 3 pagi baru balik dr lokasi dan paginya langsung ngerjain beginian di kantor..bener2 karyawan berdedikasi tinggi,jam pagi baru balik lokasi pagi langsung ngerjain begini kantor benar karyawan dedikasi tinggi
3399,fear,"TAPI ITU TAKUT WOY sumpah beneran sampe paralyzed. Gemeteran. Gabisa ngapa ngapain dan gabisa mikir. Temen temen gua pada bilang ""kenapa lu galari?"" ""Lari anjir malah diem disitu"" ""gua kl jadi lu udh lari dah"" well, i would said the same thing if i were you. Tp lu gatau rasanya",takut woy sumpah beneran paralyzed gemeteran gabisa ngapa sedang apa gabisa mikir teman teman bilang kenapa kamu galar lari anjing bahkan diem situ saya kalau jadi kamu udh lari deh well i would said the same thing if i were you kamu gatau rasa
3400,love,"!rp hai ele. Maaf ya gua ga romantis. Gua cuma mau ungkapin perasaan gua. Kalo gua itu tertarik sama lu, gua sayang sama lu, gua Cinta sama lu. Gua mau serius dengan perasaan gua. Dah gausah panjang. Ele will you be mine [USERNAME] [URL]",rp hai ele maaf iya romantis cuma mau ungkapin asa saya kalau tarik sama kamu sayang sama kamu cinta sama kamu mau serius asa saya deh gausah panjang ele will you be mine username url
3401,love,"ENGGAAAAAAA. KARNA SAYANG ITU TIDA MEMANDANG UMUR. KARNA AKU BAKALAN BUCININ PASANGAN AKU, JADI MAU TUA ATAU MUDA NYA DIA BAKALAN AKU IKUTIN TERUSSD",enggaaaaaaa sayang tida pandang umur aku bucinin pasang aku jadi mau tua muda nya aku ikutin terussd
3402,anger,"[USERNAME] Uang itu mengikuti program, bukan sebaliknya. ada usulan program ada uang. Disini lain, diplot uangnya dulu, baru nyusun program. Jadinya ya gini, uang banyak tapi pembangunan ga tersentuh.",username uang ikut program bukan balik usul program uang sini lain plot uang dulu baru nyusun program jadi iya gin uang banyak bangun sentuh
3403,happy,Hepi besdey Pappa AllEllo condropramonozld ...panjang umur sehat sentosa banyak rejeki makin soleh Amin Ya Rabb #Pappa33yearsold @ Pemalang [URL],hepi besdey pappa allello condropramonozld panjang umur sehat sentosa banyak rezeki makin soleh amin iya rabb pappa yearsold malang url
3404,fear,"kejadian malam ini, pulang jam 00.25 langsung ganti baju terus mau cuci muka pas baru selesai cuci muka di kmd pas lagi handukin muka tbtb ada suara ""tolong"" dibelakang aku persis. ini udah terjadi beberapa kali sesring itu kirakira ada apa ya serem bgt lamalama keganggu juga",jadi malam ini pulang jam langsung ganti baju terus mau cuci muka pas baru selesai cuci muka kmd pas handukin muka tbtb suara tolong belakang aku persis jadi beberapa kali sesring kirakira apa iya rem banget lamalama ganggu
3405,happy,"Semalam super random bangets beli tiket ke Makassar. Padahal abis beli tiket baru kepikiran, mau ngapain yak di Makassar?. Kangen jalan se-random dulu lagi.",malam super random bangets beli tiket makassar padahal habis beli tiket baru pikir mau sedang apa yak makassar kangen jalan se random dulu lagi
3406,anger,"Tolong ya [USERNAME] ditinjau ulang sama team nya kalo beneran mau ngundang dia. Ini udah termasuk sexual harassment. Mohon kebijakan ulangnya, terima ksih [URL]",iya username tinjau ulang sama team nya kalau beneran mau ngundang dia masuk sexual harassment mohon bijak ulang terima ksih url
3407,fear,seru bgt jadi manusia.. bnyk berhubungan sm manusia yg lain. seru sih seruuu tapi kadang2 ngebingungin jg.. atau jd gaenak.. atau malah atau atau. ya tapi mo gimana.. kelebihan ngontrol ga baik.. lepas tangan ga bener.. sembunyi apalagi. yaudahh dijalanin one step at a time aja.,seru banget jadi manusia banyak hubung sm manusia lain seru sih seruuu kadang ngebingungin juga jadi gaenak bahkan atau iya mau bagaimana lebih ngontrol baik lepas tangan benar sembunyi apalagi yaudahh dijalanin one step at a time saja
3408,love,SAYANGKUUUU MANUSIA TERNORMAL DISINIIII! Makasih banyak atas ucapannya Makasih ya dulu mau bange gabung disini padahal OA ecek ecek Pokoknya aku sayang banget! I LOVE YOU,sayangkuuuu manusia normal disiniiii terima kasih banyak atas ucap terima kasih iya dulu mau bange gabung sini padahal oa ecek ecek pokok aku sayang banget i love you
3409,happy,"Tapi walopun doi buka sekolah, isi video ignya tuh pengetahuan buat modelling semua. Wonder hasn't she think about all the pro model that could look into her profile instead and stole all the knowledge? Emang beda lah ya kalo orang humble",walopun doi buka sekolah isi video ignya tuh tahu buat modelling semua wonder hasn t she think about all the profesional model that could look into her profile instead and stole all the knowledge emang beda lah iya kalau orang humble
3410,love,"Dengan apa kuharus meminta syafaatmu Ya sayyidi Ya Rasullullah? Jika dengan cinta,aku akan mencintai layaknya kau mencintai Dengan apa kuharus mencari Ridhamu Ya sayyidi Ya Rasullullah? Jika dengan akhlaq,aku akan menjaga Budi pekerti layaknya kau berbudi pekerti terhadap umatmu",apa harus minta syafaat iya sayyidi iya rasullullah cinta aku cinta layak kamu cinta apa harus cari ridhamu iya sayyidi iya rasullullah akhlaq aku jaga budi pekerti layak kamu budi pekerti umat
